"Bus Number	Bus Yard	Bus Type	Bus Yard Address	Bus Yard Latitude	Bus Yard Longitude											"			
"B286	Frpt	Full	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"HS369	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS370	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS371	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS372	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS373	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS374	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS375	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS376	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS377	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS378	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS379	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"HS380	Read	HS	""10-34 Freeport St"	 Dorchester	 MA	" 02125""	42.307069	-71.057577											"
"MS104	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS105	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS106	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS107	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS108	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS109	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS110	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS111	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS112	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS113	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS114	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS115	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS116	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS117	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS118	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS119	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS120	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS121	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS122	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS123	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS124	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS125	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS126	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS127	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS128	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS129	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS130	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS131	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS132	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS133	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS134	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS135	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS136	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS137	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS138	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS139	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS140	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS141	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS142	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS143	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS144	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS145	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS146	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS147	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS148	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS149	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS150	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS151	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS152	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS153	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS154	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS155	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS156	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS157	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS158	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS159	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS160	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS161	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS162	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS163	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS164	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS165	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS166	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS167	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS168	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS169	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS170	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS171	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS172	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS173	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS174	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS175	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS176	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS177	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS178	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS179	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS180	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS181	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS182	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS183	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS184	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS185	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS186	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS187	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS188	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS189	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS190	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS191	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS192	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS193	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS194	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS195	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS196	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS197	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS198	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS199	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS200	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS201	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS202	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS203	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS204	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS205	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS206	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS207	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS208	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS209	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS210	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS211	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS212	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS213	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS214	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS215	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS216	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS217	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS218	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS219	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS220	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS221	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS222	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS223	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS224	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS225	Frpt	MS	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"MS226	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS227	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS228	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS229	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS230	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS231	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS232	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS233	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS234	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS235	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS236	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS237	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS238	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS239	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS240	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS241	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS242	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS243	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS244	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS245	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS246	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS247	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS248	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS249	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS250	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS251	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS252	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS253	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS254	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS255	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS256	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"MS257	Wash	MS	""60-66 Cambridge Street"	 Boston	 MA	" 02129""	42.382205	-71.075801											"
"WB901	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB902	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB903	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB904	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB905	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB906	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB907	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB908	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB909	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB910	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB911	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB912	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB913	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB914	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB915	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB916	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB917	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB918	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB919	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB920	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB921	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB922	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB923	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB924	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB925	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB926	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB927	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB928	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB929	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB930	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB931	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB932	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB933	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB934	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB935	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB936	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB937	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB938	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB939	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB940	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB941	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB942	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB943	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB944	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB945	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB946	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB947	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB948	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB949	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB950	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB951	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB952	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB953	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB954	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB955	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB956	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB957	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
"WB958	Frpt	WC	""2000 Washington Street"	 Boston	 MA	" 02119""	42.333189	-71.080309											"
